Amount requested,Day,Month,Year
6037550,7,1,2011
4823275,8,1,2011
4113500,9,1,2011
6430550,10,1,2011
8872275,11,1,2011
6056950,12,1,2011
6230150,13,1,2011
4846275,14,1,2011
5864625,15,1,2011
3937775,16,1,2011
4959000,17,1,2011
5125275,18,1,2011
4912850,19,1,2011
5718500,20,1,2011
5353450,21,1,2011
4321650,22,1,2011
4125100,23,1,2011
5658750,24,1,2011
5747375,25,1,2011
5253150,26,1,2011
4686350,27,1,2011
4814775,28,1,2011
3851350,29,1,2011
3727875,30,1,2011
6068675,31,1,2011
5344325,1,2,2011
5033125,2,2,2011
4518700,3,2,2011
4766875,4,2,2011
5295325,5,2,2011
4206975,6,2,2011
6128225,7,2,2011
7147150,8,2,2011
6525800,9,2,2011
6484125,10,2,2011
6068475,11,2,2011
4929275,12,2,2011
4690975,13,2,2011
7022000,14,2,2011
8713775,15,2,2011
7912575,16,2,2011
6659475,17,2,2011
6123875,18,2,2011
4770625,19,2,2011
3900825,20,2,2011
6605850,21,2,2011
8314950,22,2,2011
7975725,23,2,2011
7486300,24,2,2011
5911050,25,2,2011
2916725,26,2,2011
3055100,27,2,2011
8926425,28,2,2011
7611900,1,3,2011
7456050,2,3,2011
6600250,3,3,2011
6265000,4,3,2011
5050025,5,3,2011
5204750,6,3,2011
6578000,7,3,2011
6659100,8,3,2011
6942175,9,3,2011
6248800,10,3,2011
5968150,11,3,2011
4485025,12,3,2011
3070750,13,3,2011
7247975,14,3,2011
8323550,15,3,2011
9454225,16,3,2011
6839075,17,3,2011
5105325,18,3,2011
5442450,19,3,2011
5818475,20,3,2011
8825400,21,3,2011
8369200,22,3,2011
8308450,23,3,2011
8131875,24,3,2011
7063625,25,3,2011
6856775,26,3,2011
5563050,27,3,2011
8307700,28,3,2011
5064175,29,3,2011
4830175,30,3,2011
4875575,31,3,2011
6521100,1,4,2011
5841550,2,4,2011
5642750,3,4,2011
8813650,4,4,2011
9926275,5,4,2011
9198850,6,4,2011
9796100,7,4,2011
8332625,8,4,2011
6518325,9,4,2011
5031975,10,4,2011
10327575,11,4,2011
10283525,12,4,2011
11265050,13,4,2011
10524550,14,4,2011
8238300,15,4,2011
6736225,16,4,2011
6132350,17,4,2011
10463300,18,4,2011
10802300,19,4,2011
8204500,20,4,2011
8497550,21,4,2011
6768975,22,4,2011
4686775,23,4,2011
4630050,24,4,2011
10174075,25,4,2011
6526525,26,4,2011
6372025,27,4,2011
5685800,28,4,2011
5844500,29,4,2011
4221550,30,4,2011
3614475,1,5,2011
9317825,2,5,2011
1100025,3,5,2011
1274050,4,5,2011
944625,5,5,2011
1222525,6,5,2011
657100,7,5,2011
596400,8,5,2011
1344625,9,5,2011
1395825,10,5,2011
1232275,11,5,2011
1192375,12,5,2011
1285175,13,5,2011
721025,14,5,2011
775100,15,5,2011
1512625,16,5,2011
1705825,17,5,2011
1468200,18,5,2011
1030225,19,5,2011
1605650,20,5,2011
441225,21,5,2011
532350,22,5,2011
11156075,23,5,2011
7358875,24,5,2011
6502750,25,5,2011
5442875,26,5,2011
4175475,27,5,2011
2760000,28,5,2011
2697150,29,5,2011
4096600,30,5,2011
6334575,31,5,2011
10912550,1,6,2011
11337900,2,6,2011
9876500,3,6,2011
7581725,4,6,2011
6291200,5,6,2011
10928925,6,6,2011
10332900,7,6,2011
9495625,8,6,2011
9119800,9,6,2011
4952250,10,6,2011
6122800,11,6,2011
6452725,12,6,2011
10126000,13,6,2011
12375325,14,6,2011
10938625,15,6,2011
10066725,16,6,2011
8254125,17,6,2011
5840175,18,6,2011
5307875,19,6,2011
10899975,20,6,2011
10181200,21,6,2011
8962600,22,6,2011
7855600,23,6,2011
7431075,24,6,2011
5738525,25,6,2011
5461425,26,6,2011
9911950,27,6,2011
9927950,28,6,2011
9495100,29,6,2011
9063800,30,6,2011
6721700,1,7,2011
5366900,2,7,2011
5262475,3,7,2011
5185825,4,7,2011
9919700,5,7,2011
11688150,6,7,2011
10638700,7,7,2011
8941650,8,7,2011
7304875,9,7,2011
6176450,10,7,2011
11985600,11,7,2011
12090425,12,7,2011
10388700,13,7,2011
9887575,14,7,2011
8069350,15,7,2011
5868350,16,7,2011
6063775,17,7,2011
11960675,18,7,2011
11335275,19,7,2011
11528250,20,7,2011
11530850,21,7,2011
10253150,22,7,2011
8173200,23,7,2011
8201750,24,7,2011
12705450,25,7,2011
12436450,26,7,2011
7278375,27,7,2011
6099550,28,7,2011
5349825,29,7,2011
7945150,30,7,2011
8119525,31,7,2011
11542850,1,8,2011
12035325,2,8,2011
12367175,3,8,2011
11400575,4,8,2011
9535675,5,8,2011
7186325,6,8,2011
6826575,7,8,2011
11311925,8,8,2011
11943925,9,8,2011
9903700,10,8,2011
8617650,11,8,2011
9629600,12,8,2011
6896100,13,8,2011
6694725,14,8,2011
12815575,15,8,2011
11028425,16,8,2011
9738725,17,8,2011
9255550,18,8,2011
6862675,19,8,2011
5879525,20,8,2011
5345225,21,8,2011
10814500,22,8,2011
10083825,23,8,2011
11364750,24,8,2011
11528525,25,8,2011
8304725,26,8,2011
4001975,27,8,2011
3926375,28,8,2011
6143325,29,8,2011
7916150,30,8,2011
8231925,31,8,2011
10215200,1,9,2011
8694500,2,9,2011
6586350,3,9,2011
6014850,4,9,2011
6904425,5,9,2011
12972750,6,9,2011
12762375,7,9,2011
10720925,8,9,2011
9872750,9,9,2011
7332250,10,9,2011
7194450,11,9,2011
10874650,12,9,2011
9756975,13,9,2011
10058125,14,9,2011
9505225,15,9,2011
7805150,16,9,2011
5593900,17,9,2011
6261925,18,9,2011
10541675,19,9,2011
10518225,20,9,2011
8540800,21,9,2011
9528200,22,9,2011
20627650,23,9,2011
6573050,24,9,2011
8758700,25,9,2011
10578025,26,9,2011
11191675,27,9,2011
11397400,28,9,2011
10030575,29,9,2011
8051000,30,9,2011
7140575,1,10,2011
6460600,2,10,2011
11874275,3,10,2011
11278075,4,10,2011
10767050,5,10,2011
9731250,6,10,2011
9914100,7,10,2011
6940650,8,10,2011
5903100,9,10,2011
9789375,10,10,2011
9656350,11,10,2011
10566300,12,10,2011
7755450,13,10,2011
7881375,14,10,2011
9870800,15,10,2011
6902800,16,10,2011
12615175,17,10,2011
9883850,18,10,2011
9728525,19,10,2011
8863375,20,10,2011
8561375,21,10,2011
5972300,22,10,2011
6018550,23,10,2011
10868275,24,10,2011
10069700,25,10,2011
9857900,26,10,2011
8867575,27,10,2011
7768325,28,10,2011
5322975,29,10,2011
5150625,30,10,2011
8326600,31,10,2011
9417450,1,11,2011
9782200,2,11,2011
9034450,3,11,2011
8219175,4,11,2011
6463925,5,11,2011
6305975,6,11,2011
9729400,7,11,2011
11314125,8,11,2011
11861350,9,11,2011
10503450,10,11,2011
7619550,11,11,2011
7960575,12,11,2011
8170875,13,11,2011
13009700,14,11,2011
11737700,15,11,2011
12165750,16,11,2011
13739450,17,11,2011
15977025,18,11,2011
12374875,19,11,2011
11503475,20,11,2011
18025325,21,11,2011
15257200,22,11,2011
9551125,23,11,2011
4695550,24,11,2011
9394550,25,11,2011
9443725,26,11,2011
9938275,27,11,2011
15696275,28,11,2011
8539100,29,11,2011
8863100,30,11,2011
11648400,1,12,2011
9776275,2,12,2011
9839025,3,12,2011
9588950,4,12,2011
25197050,5,12,2011
17152325,6,12,2011
13884225,7,12,2011
10748125,8,12,2011
8366175,9,12,2011
5812725,10,12,2011
5962625,11,12,2011
9208000,12,12,2011
8759100,13,12,2011
6904450,14,12,2011
6844200,15,12,2011
5419375,16,12,2011
4115550,17,12,2011
4077675,18,12,2011
7638450,19,12,2011
7661250,20,12,2011
6527200,21,12,2011
5250275,22,12,2011
3832925,23,12,2011
2076875,24,12,2011
1807175,25,12,2011
6546500,26,12,2011
11257200,27,12,2011
12321500,28,12,2011
11249250,29,12,2011
9106475,30,12,2011
5608025,31,12,2011
6042675,1,1,2012
10646075,2,1,2012
12507600,3,1,2012
13261575,4,1,2012
8502625,5,1,2012
9495425,6,1,2012
7777100,7,1,2012
6753525,8,1,2012
11628150,9,1,2012
10532450,10,1,2012
11749000,11,1,2012
10985650,12,1,2012
8583275,13,1,2012
7496500,14,1,2012
5804900,15,1,2012
8570875,16,1,2012
9650450,17,1,2012
12799150,18,1,2012
11344275,19,1,2012
9310325,20,1,2012
8809125,21,1,2012
6670800,22,1,2012
13546275,23,1,2012
13594550,24,1,2012
11085250,25,1,2012
9380125,26,1,2012
8651675,27,1,2012
6209075,28,1,2012
5832925,29,1,2012
12390900,30,1,2012
8146775,31,1,2012
8734400,1,2,2012
9297700,2,2,2012
8972600,3,2,2012
8235400,4,2,2012
6837125,5,2,2012
12065925,6,2,2012
14467850,7,2,2012
11267875,8,2,2012
10700800,9,2,2012
8422975,10,2,2012
6844150,11,2,2012
4975300,12,2,2012
8106425,13,2,2012
7276325,14,2,2012
8303375,15,2,2012
7418500,16,2,2012
7352850,17,2,2012
5586775,18,2,2012
5026375,19,2,2012
7295175,20,2,2012
9959325,21,2,2012
9509675,22,2,2012
8290500,23,2,2012
6639800,24,2,2012
4105150,25,2,2012
4257900,26,2,2012
9757350,27,2,2012
8486525,28,2,2012
8687025,29,2,2012
9908650,1,3,2012
11185500,2,3,2012
7330100,3,3,2012
7089850,4,3,2012
13051525,5,3,2012
10473200,6,3,2012
10411325,7,3,2012
10530400,8,3,2012
9767775,9,3,2012
7501225,10,3,2012
6779900,11,3,2012
12951150,12,3,2012
14009350,13,3,2012
13019850,14,3,2012
11849300,15,3,2012
10101100,16,3,2012
8534575,17,3,2012
6631700,18,3,2012
13239575,19,3,2012
12678275,20,3,2012
11282450,21,3,2012
9953325,22,3,2012
9779000,23,3,2012
7667250,24,3,2012
7969150,25,3,2012
12658950,26,3,2012
10894275,27,3,2012
9883225,28,3,2012
10890700,29,3,2012
7776400,30,3,2012
7319075,31,3,2012
7850150,1,4,2012
16886300,2,4,2012
15788775,3,4,2012
15109775,4,4,2012
14432275,5,4,2012
12990625,6,4,2012
8703275,7,4,2012
7105975,8,4,2012
16586400,9,4,2012
15723925,10,4,2012
13152100,11,4,2012
13507675,12,4,2012
10636025,13,4,2012
9290950,14,4,2012
9465700,15,4,2012
15433600,16,4,2012
17386125,17,4,2012
16175500,18,4,2012
13162825,19,4,2012
10865925,20,4,2012
8196900,21,4,2012
8526900,22,4,2012
13156600,23,4,2012
12886850,24,4,2012
13673900,25,4,2012
11229825,26,4,2012
8121125,27,4,2012
4724125,28,4,2012
4165775,29,4,2012
9121825,30,4,2012
11232500,1,5,2012
12266550,2,5,2012
12164325,3,5,2012
9780450,4,5,2012
8403175,5,5,2012
9242000,6,5,2012
14759475,7,5,2012
14700850,8,5,2012
14951100,9,5,2012
13118125,10,5,2012
12946225,11,5,2012
8904900,12,5,2012
8029775,13,5,2012
17631475,14,5,2012
18539250,15,5,2012
16062000,16,5,2012
15050425,17,5,2012
11410175,18,5,2012
9218325,19,5,2012
9482250,20,5,2012
17049825,21,5,2012
15816000,22,5,2012
14442200,23,5,2012
12664750,24,5,2012
10425125,25,5,2012
6698700,26,5,2012
5099350,27,5,2012
6730325,28,5,2012
13637175,29,5,2012
13020075,30,5,2012
11772300,31,5,2012
8149175,1,6,2012
8337000,2,6,2012
8389725,3,6,2012
20682975,4,6,2012
19312525,5,6,2012
18123325,6,6,2012
15992550,7,6,2012
11679725,8,6,2012
10202475,9,6,2012
9102700,10,6,2012
16230000,11,6,2012
16148925,12,6,2012
16303075,13,6,2012
15115500,14,6,2012
11537475,15,6,2012
8634125,16,6,2012
7664350,17,6,2012
14599650,18,6,2012
13968900,19,6,2012
13812875,20,6,2012
10592775,21,6,2012
9565050,22,6,2012
9017350,23,6,2012
7821850,24,6,2012
19508400,25,6,2012
17934125,26,6,2012
15648875,27,6,2012
12717700,28,6,2012
10281300,29,6,2012
7540225,30,6,2012
8325025,1,7,2012
13279000,2,7,2012
10107750,3,7,2012
6594725,4,7,2012
14786950,5,7,2012
13518900,6,7,2012
11257750,7,7,2012
10640750,8,7,2012
17253325,9,7,2012
19116500,10,7,2012
18322425,11,7,2012
15828475,12,7,2012
11989075,13,7,2012
9658400,14,7,2012
12477100,15,7,2012
16877700,16,7,2012
17159125,17,7,2012
15332250,18,7,2012
14876275,19,7,2012
12669500,20,7,2012
8708875,21,7,2012
7661325,22,7,2012
14642925,23,7,2012
16064000,24,7,2012
14906275,25,7,2012
13008725,26,7,2012
9050900,27,7,2012
7718725,28,7,2012
10219025,29,7,2012
15437800,30,7,2012
15036175,31,7,2012
12175525,1,8,2012
12322325,2,8,2012
9693475,3,8,2012
9726450,4,8,2012
7863025,5,8,2012
14976275,6,8,2012
15100775,7,8,2012
16076725,8,8,2012
15050575,9,8,2012
15085250,10,8,2012
10881200,11,8,2012
10398450,12,8,2012
18174400,13,8,2012
18878775,14,8,2012
15849375,15,8,2012
15187975,16,8,2012
15004200,17,8,2012
10667775,18,8,2012
9787475,19,8,2012
19406075,20,8,2012
18434150,21,8,2012
18126200,22,8,2012
15820275,23,8,2012
13634925,24,8,2012
9908800,25,8,2012
9910725,26,8,2012
17684225,27,8,2012
18554225,28,8,2012
15780500,29,8,2012
14986125,30,8,2012
12358050,31,8,2012
9853000,1,9,2012
7938575,2,9,2012
10156350,3,9,2012
17335300,4,9,2012
16450975,5,9,2012
24367100,6,9,2012
20505075,7,9,2012
10637050,8,9,2012
10301050,9,9,2012
20785700,10,9,2012
19508250,11,9,2012
17420800,12,9,2012
17206325,13,9,2012
18150550,14,9,2012
13792525,15,9,2012
11639350,16,9,2012
23464825,17,9,2012
22200925,18,9,2012
19740775,19,9,2012
20280675,20,9,2012
16776600,21,9,2012
12209000,22,9,2012
12923250,23,9,2012
28874950,24,9,2012
22110575,25,9,2012
21924150,26,9,2012
15855750,27,9,2012
13083500,28,9,2012
11965925,29,9,2012
12886150,30,9,2012
18774550,1,10,2012
20307200,2,10,2012
18957250,3,10,2012
23075300,4,10,2012
26532275,5,10,2012
12180550,6,10,2012
14027950,7,10,2012
18276550,8,10,2012
17997325,9,10,2012
19184950,10,10,2012
17132925,11,10,2012
15587775,12,10,2012
15432400,13,10,2012
13797975,14,10,2012
25998325,15,10,2012
22506425,16,10,2012
21088050,17,10,2012
17598825,18,10,2012
15106825,19,10,2012
11823750,20,10,2012
13753100,21,10,2012
20377175,22,10,2012
18573275,23,10,2012
18102200,24,10,2012
16448525,25,10,2012
17181125,26,10,2012
11991175,27,10,2012
10884825,28,10,2012
23212575,29,10,2012
23826625,30,10,2012
16674550,31,10,2012
17104100,1,11,2012
13763675,2,11,2012
10820100,3,11,2012
11947975,4,11,2012
17803775,5,11,2012
17868100,6,11,2012
16589850,7,11,2012
15599800,8,11,2012
17473300,9,11,2012
13594275,10,11,2012
12389575,11,11,2012
16162325,12,11,2012
18387725,13,11,2012
19265575,14,11,2012
22741650,15,11,2012
25493950,16,11,2012
16175200,17,11,2012
14543750,18,11,2012
22149925,19,11,2012
27280425,20,11,2012
14529150,21,11,2012
7184775,22,11,2012
12788400,23,11,2012
11051475,24,11,2012
12132775,25,11,2012
20491075,26,11,2012
20019800,27,11,2012
18921650,28,11,2012
22622025,29,11,2012
18874550,30,11,2012
12550500,1,12,2012
10624950,2,12,2012
23740275,3,12,2012
23503575,4,12,2012
19721575,5,12,2012
17681725,6,12,2012
17366900,7,12,2012
11276425,8,12,2012
11400325,9,12,2012
17274800,10,12,2012
19296825,11,12,2012
20416000,12,12,2012
19268450,13,12,2012
18220325,14,12,2012
16596000,15,12,2012
16905625,16,12,2012
22912575,17,12,2012
19029200,18,12,2012
16254800,19,12,2012
13197300,20,12,2012
9997100,21,12,2012
6884750,22,12,2012
6449300,23,12,2012
8980700,24,12,2012
5532700,25,12,2012
19920675,26,12,2012
19391200,27,12,2012
17472900,28,12,2012
13598225,29,12,2012
11749450,30,12,2012
12317650,31,12,2012
